track_name,artist,track_pop,artist_pop,duration,danceability,energy,acousticness,instrumentalness,liveness,valence,link
My Name Is Jonas,Weezer,0,77,3.4048833333333333,0.295,0.94,0.00021,0.00106,0.276,0.58,open.spotify.com/track/2wySlB6vMzCbQrRnNGOYKa
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,77,76,4.076433333333333,0.523,0.769,0.04,0.0,0.136,0.876,open.spotify.com/track/0WQiDwKJclirSYG9v5tayI
Panic - 2011 Remaster,The Smiths,64,76,2.3417666666666666,0.53,0.861,0.0175,0.0177,0.0857,0.844,open.spotify.com/track/64D3dzWyj0GpQT1AHx4kbK
Suedehead,Morrissey,49,64,3.9146666666666667,0.551,0.948,0.00346,0.000596,0.0699,0.856,open.spotify.com/track/4BtK63vvaeI9DaIuUlOg5c
Hurt,Johnny Cash,0,78,3.6088833333333334,0.544,0.378,0.719,0.00035,0.105,0.149,open.spotify.com/track/4dDZyGxClFiOBUjcpxhXWg
Dear God,Avenged Sevenfold,69,77,6.558,0.472,0.772,0.00658,5.65e-05,0.132,0.6,open.spotify.com/track/2FML7gk7ac6quGFIjvkDb3
California Dreamin',The Mamas & The Papas,58,68,2.6326666666666667,0.554,0.667,0.628,0.0,0.0486,0.597,open.spotify.com/track/63rva3TBizr6x1Yp5uwKfD
I Got You (I Feel Good),James Brown,0,67,2.7891,0.573,0.592,0.44,4.17e-06,0.0956,0.707,open.spotify.com/track/3ASrlku9X40moDdtdoPDqb
Time for Me to Fly,REO Speedwagon,64,68,3.689766666666667,0.463,0.629,0.0524,0.0,0.176,0.459,open.spotify.com/track/0cO7JEo8deKuQMWpDyjenY
Owner of a Lonely Heart,Yes,74,65,4.4751,0.744,0.798,0.175,0.00367,0.26,0.89,open.spotify.com/track/0GTK6TesV108Jj5D3MHsYb
Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,The Beach Boys,75,75,2.5534166666666667,0.392,0.629,0.718,3.76e-06,0.129,0.72,open.spotify.com/track/2Gy7qnDwt8Z3MNxqat4CsK
Dead As Yesterday,Zakk Wylde,0,59,2.8646666666666665,0.386,0.394,0.714,7.64e-05,0.363,0.457,open.spotify.com/track/4ODYQNgLtsjcDQ006SYzSP
Kiss You All Over - Rerecorded,Exile,27,48,3.49605,0.693,0.467,0.381,7.96e-06,0.365,0.511,open.spotify.com/track/61yHo2gXQ8IiIrNBUY8JIU
Cliffs Of Dover - Instrumental,Eric Johnson,63,51,4.1627833333333335,0.449,0.775,0.162,0.149,0.248,0.313,open.spotify.com/track/5qm0KiVKMXW1kq6VrnIhz5
Time Stand Still,Rush,0,70,5.148216666666666,0.517,0.939,0.044,0.0264,0.342,0.6,open.spotify.com/track/2CTz56MmEYelHLzsHo4xxv
Kiss Me,Sixpence None The Richer,80,65,3.478,0.526,0.749,0.023,1.76e-06,0.0692,0.421,open.spotify.com/track/754kgU5rWscRTfvlsuEwFp
Nothing Compares 2 U (feat. Rosie Gaines) - Live,Prince,45,75,5.08,0.669,0.504,0.478,5.48e-05,0.673,0.345,open.spotify.com/track/51P7H7uGYXryJFSle4S8Wp
Purple Rain,Prince,77,75,8.679766666666668,0.367,0.452,0.0353,0.00228,0.689,0.189,open.spotify.com/track/54X78diSLoUDI3joC2bjMz
Closing Time,Semisonic,0,62,4.558883333333333,0.481,0.865,0.0204,1.24e-06,0.17,0.241,open.spotify.com/track/4EnkwZd0UJAuHpNMMemQaA
The Reason,Hoobastank,1,69,3.88,0.474,0.659,0.0125,0.0,0.154,0.075,open.spotify.com/track/6Gn02ZC8juXwQ10Xk7ACXx
Cold Hard Bitch,Jet,64,66,4.053333333333334,0.458,0.895,0.000219,0.000394,0.106,0.357,open.spotify.com/track/5u6fnmRO5V0PTl5M2Eekeu
Santeria,Sublime,60,74,3.0526666666666666,0.67,0.753,0.0208,2.71e-06,0.147,0.555,open.spotify.com/track/2Z2vOukzwOgqR4dkymRSWd
What I Got,Sublime,52,74,2.8511,0.799,0.696,0.0128,0.000333,0.331,0.62,open.spotify.com/track/5nkYHBWXu7KCgcdwP6jcB1
"Oh, Pretty Woman",Roy Orbison,76,68,2.9822166666666665,0.619,0.603,0.712,0.0,0.0721,0.958,open.spotify.com/track/48i055G1OT5KxGGftwFxWy
Jumping Someone Else's Train,The Cure,52,77,2.9622166666666665,0.629,0.971,0.0692,0.000885,0.119,0.726,open.spotify.com/track/76XCLlTwCYYaqQ9aru4yLB
A Horse with No Name,America,79,69,4.203983333333333,0.654,0.506,0.686,0.0155,0.155,0.831,open.spotify.com/track/54eZmuggBFJbV7k248bTTt
Sirens,Pearl Jam,0,78,5.672,0.525,0.846,0.00289,1.45e-05,0.142,0.507,open.spotify.com/track/3HPfwpfUtcdyJPvlLtXtNg
Bad Medicine,Bon Jovi,0,81,5.275333333333333,0.53,0.979,0.0231,0.0,0.0797,0.845,open.spotify.com/track/74VNTUUagMVfig3lnu4Uht
Someday I'll Be Saturday Night,Bon Jovi,0,81,4.646,0.556,0.868,0.179,0.0,0.317,0.615,open.spotify.com/track/08NsdynHP1fL9MvmlQMFVn
This House Is Not For Sale,Bon Jovi,0,81,3.609766666666667,0.526,0.811,0.000189,2.55e-06,0.194,0.674,open.spotify.com/track/2rj24HVBKv1O2zVofGle3Q
For What It's Worth,Liam Gallagher,39,65,4.19385,0.489,0.835,0.00746,0.0,0.146,0.444,open.spotify.com/track/2DrFBNqxtpyvFlG3qMZiya
Hysteria,Def Leppard,0,73,5.990216666666667,0.505,0.835,5.26e-05,9.4e-05,0.974,0.203,open.spotify.com/track/6i85kW6ayoZUrzh7pj7BmG
Breaking the Law,Judas Priest,73,69,2.564,0.362,0.961,0.024,9.35e-06,0.159,0.491,open.spotify.com/track/2RaA6kIcvomt77qlIgGhCT
Rocket Queen,Guns N' Roses,61,82,6.224433333333334,0.448,0.945,0.0219,0.246,0.0254,0.437,open.spotify.com/track/6v5VsfCYKdrkQBTMhAlkDr
Arlandria,Foo Fighters,66,84,4.459333333333333,0.632,0.734,0.000128,1.04e-05,0.337,0.645,open.spotify.com/track/5TOYgNohZAFEPOtnchPhZS
The End - Remastered,The Beatles,0,88,2.3602166666666666,0.647,0.487,0.00101,0.285,0.138,0.222,open.spotify.com/track/0SAqxgrtLO0GzXBeilxHQs
"Shout, Pts. 1 & 2",The Isley Brothers,51,66,4.45555,0.467,0.831,0.549,0.0,0.95,0.547,open.spotify.com/track/5TUa3AsgSh3kJIuXn42wig
Say It Ain't So,Weezer,0,77,4.313766666666667,0.634,0.551,0.00737,1.82e-05,0.07,0.453,open.spotify.com/track/7vhhU4SsMDV8uSQlCxf1Lk
With Me,Sum 41,0,74,4.856,0.168,0.852,0.0128,0.0,0.172,0.109,open.spotify.com/track/7JcB1XSpmlULBSvnEis6Fc
What Makes You Think You're the One - 2015 Remaster,Fleetwood Mac,38,83,3.5084333333333335,0.688,0.778,0.523,0.0408,0.0545,0.973,open.spotify.com/track/2seqsVYFO7vHMPWIrAYSSf
Cherry Bomb,The Runaways,0,57,2.3117666666666667,0.501,0.813,0.0455,4.75e-05,0.131,0.495,open.spotify.com/track/2moVYeVUZ6pz04l9QYYaqw
Smile Like You Mean It,The Killers,54,81,3.91955,0.352,0.972,0.000379,0.0195,0.168,0.371,open.spotify.com/track/1jUT2mNIfOYH1m5KLV2UbY
Spaceman,The Killers,0,81,4.7424333333333335,0.526,0.924,0.00237,0.0012,0.129,0.802,open.spotify.com/track/6zbnpAx9RH1W0dS4JEqdpc
Read My Mind,The Killers,0,81,4.114,0.543,0.917,0.00572,7.76e-05,0.104,0.329,open.spotify.com/track/3iyjOwyySLRDEW2tqP7MhX
Shot At The Night,The Killers,0,81,4.041766666666667,0.512,0.801,0.101,0.0166,0.107,0.255,open.spotify.com/track/5sCs4grBDnpqaHnzvZHiCF
Blaze Of Glory,Jon Bon Jovi,0,60,5.65155,0.547,0.7,0.0229,1.89e-05,0.146,0.442,open.spotify.com/track/1ifKmJmHO5XVLoAAiUIUqA
(Oh) Pretty Woman - 2015 Remaster,Van Halen,62,75,2.8778333333333332,0.441,0.97,0.192,1.68e-06,0.312,0.5,open.spotify.com/track/7ptv3yXdBWwzO7rVA62rwy
Strawberry Fields Forever - Remastered,The Beatles,0,88,4.122,0.39,0.502,0.336,0.000138,0.0713,0.289,open.spotify.com/track/5EuraV2jbqB15ihd3d2Hex
All Summer Long,Kid Rock,49,72,4.949333333333334,0.702,0.875,0.014,0.0,0.0872,0.905,open.spotify.com/track/6DsxePZXexaZgZKEdgXOh8
Runnin' Down A Dream,Tom Petty,0,72,4.3671,0.468,0.97,0.000142,0.59,0.677,0.702,open.spotify.com/track/0S6bnMvhuqWG3ZDJuc5rGF
Running on Empty,Jackson Browne,0,66,4.968216666666667,0.531,0.948,0.006,0.0117,0.694,0.498,open.spotify.com/track/4MZEZz8MqVgvIMXU6AVP22
All Day and All of the Night,The Kinks,0,70,2.370433333333333,0.563,0.915,0.247,8.46e-05,0.0613,0.71,open.spotify.com/track/3okPiJwW5nCLpug12sCL4p
La Grange - 2005 Remaster,ZZ Top,79,72,3.8413333333333335,0.545,0.64,0.00249,0.0304,0.196,0.606,open.spotify.com/track/70YvYr2hGlS01bKRIho1HM
One Way Or Another,Blondie,63,72,3.6066666666666665,0.47,0.796,0.0792,7.35e-05,0.292,0.909,open.spotify.com/track/1gKmnrz6SzJlGMNRKBLx1V
Tuolumne,Eddie Vedder,0,67,1.0051,0.351,0.285,0.893,0.977,0.119,0.329,open.spotify.com/track/33FEUJFG1lhlH4iPh3CHkF
Unskinny Bop,Poison,65,67,3.8011,0.574,0.93,0.0657,7.78e-06,0.108,0.69,open.spotify.com/track/1Z6lKdYhwp8WYoBqGCKxlM
Society,Eddie Vedder,0,67,3.9384333333333332,0.635,0.33,0.898,0.000452,0.113,0.317,open.spotify.com/track/1gqsdl891sEVlHjaV1bTR6
Hard Sun,Eddie Vedder,0,67,5.368,0.439,0.84,0.0589,0.000913,0.314,0.6,open.spotify.com/track/6gYhwQ4mKirCbLFE1eYKhu
Rise,Eddie Vedder,0,67,2.60755,0.405,0.586,0.91,0.169,0.135,0.558,open.spotify.com/track/1vY9snyzHUPBuFrjrL8o7n
Bark at the Moon,Ozzy Osbourne,68,74,4.285333333333333,0.303,0.961,0.00253,6.2e-05,0.132,0.305,open.spotify.com/track/2E7W1X4maFFcjHrVrFA7Vs
Burden In My Hand,Soundgarden,0,71,4.834433333333333,0.32,0.802,0.00635,0.0125,0.185,0.588,open.spotify.com/track/5aDKuMBuyPZsIgbfR7UbQK
I Am Mine,Pearl Jam,63,78,3.5888833333333334,0.323,0.728,0.00394,0.000447,0.102,0.489,open.spotify.com/track/79pY2Z5eFvXMt9bSdHLrnA
No Rain,Blind Melon,78,65,3.6184333333333334,0.389,0.476,0.619,5.09e-05,0.255,0.566,open.spotify.com/track/6txWz9UapYHVxEd7dDIHXT
Just Take My Heart - 2010 Remastered Version,Mr. Big,50,64,4.421766666666667,0.508,0.362,0.483,0.0,0.0996,0.207,open.spotify.com/track/7mqqMOgnRE50GOJFPxRF8x
Defying Gravity,Mr. Big,23,64,5.465116666666667,0.482,0.886,0.00902,5.6e-05,0.231,0.575,open.spotify.com/track/7iCvdMCW3fys6hU4LOyxwl
Colorado Bulldog - 2009 Remastered Version,Mr. Big,37,64,4.224666666666667,0.413,0.961,0.00122,0.0054,0.0779,0.27,open.spotify.com/track/7CqczQ0HGS9C7koT1NMWcb
It's a Heartache,Bonnie Tyler,65,70,3.496,0.54,0.709,0.0288,1.27e-06,0.368,0.499,open.spotify.com/track/2pag2vElkdroT8hIO4Gozi
Who'll Stop The Rain,Creedence Clearwater Revival,0,80,2.4582166666666665,0.598,0.797,0.0424,0.000407,0.0717,0.622,open.spotify.com/track/1iWiNEgMtfMBpjxqngvQQ6
Sweet Hitch-Hiker,Creedence Clearwater Revival,0,80,2.9544333333333332,0.582,0.839,0.037,0.0239,0.344,0.927,open.spotify.com/track/3u9uOmZcZ7f7UepIWPdO8K
Dancing With Myself,Billy Idol,71,72,5.99555,0.51,0.696,0.0157,0.000104,0.297,0.905,open.spotify.com/track/1BY1Vd2Bt6JPOhMvsIwtVv
Proud Mary,Creedence Clearwater Revival,72,80,3.120216666666667,0.699,0.641,0.13,0.000218,0.0601,0.728,open.spotify.com/track/6pxWv6GV35VGmcPf5dh6CH
Gimme Three Steps,Lynyrd Skynyrd,0,75,4.504883333333333,0.644,0.823,0.296,0.00115,0.126,0.917,open.spotify.com/track/0vSiz90JRxvYsbCTx84oVM
"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,61,82,5.760433333333333,0.372,0.442,0.714,8.68e-05,0.966,0.297,open.spotify.com/track/0EUSbTvyZfo9QOcxunL9Ro
Gimme All Your Lovin',ZZ Top,74,72,4.018,0.63,0.788,0.00322,0.0237,0.0883,0.63,open.spotify.com/track/0OBwxFLu6Yj61s2OagYbgY
Change,Tears For Fears,0,74,4.233333333333333,0.623,0.801,0.124,0.25,0.256,0.814,open.spotify.com/track/4ZQ6RPUhzcAZr81BLbiMrh
The Boys Are Back In Town,Thin Lizzy,0,66,4.445333333333333,0.319,0.712,0.242,0.000414,0.294,0.773,open.spotify.com/track/2iAq1y8jEVOQM6OA8L0XtO
Rockin' in the Free World,Neil Young,43,64,4.69755,0.491,0.883,0.000736,3.19e-05,0.369,0.518,open.spotify.com/track/4Y7fEQ4PAzhlLnLviRw2P4
Mister Sandman,Chet Atkins,40,49,2.283333333333333,0.646,0.368,0.931,0.629,0.0943,0.468,open.spotify.com/track/0NzSlcBUNgYkhbaL20cljR
Folsom Prison Blues,Johnny Cash,1,78,2.8092333333333332,0.754,0.54,0.691,7.51e-05,0.0868,0.79,open.spotify.com/track/0Avmi9t3sOcaGSs1DSbgDg
Words Of Love - Single Version,Buddy Holly,0,63,1.95355,0.626,0.453,0.112,0.226,0.0539,0.615,open.spotify.com/track/6lpDcWw4vKFV8eEkqoG61c
Summertime Blues,Eddie Cochran,50,56,2.0177666666666667,0.756,0.756,0.489,0.000175,0.167,0.966,open.spotify.com/track/44XGMLszaOWD7k4LsJMcWa
Wipeout,The Surfaris,48,46,2.2628833333333334,0.366,0.712,0.0131,0.923,0.27,0.556,open.spotify.com/track/2GKYEk8NQkafOqSw4uWZXl
I Can't Explain - Mono Version,The Who,0,72,2.0886666666666667,0.567,0.69,0.0382,0.0,0.149,0.836,open.spotify.com/track/2V98i6cPueTrz1jG1wqjvt
Scarlet Begonias - 2013 Remaster,Grateful Dead,60,70,4.328366666666667,0.537,0.559,0.314,0.000795,0.116,0.918,open.spotify.com/track/3euDGpS2R0NC2Xssqxohva
What Difference Does It Make? - 2011 Remaster,The Smiths,58,76,3.8311,0.383,0.888,0.000492,0.000174,0.0479,0.393,open.spotify.com/track/3rzYUfyzdZW96cHXnGn1xI
Possum Kingdom,Toadies,0,56,5.15085,0.651,0.788,0.000946,0.0153,0.0766,0.895,open.spotify.com/track/4I6gM8ipUrqTmuOVNWavcc
Sex & Candy,Marcy Playground,73,60,2.89155,0.67,0.558,0.238,0.0,0.106,0.63,open.spotify.com/track/5mkGfmJGFZpwK9nA5amOhv
Turn A Square,The Shins,0,65,3.1844333333333332,0.619,0.875,0.00543,1.17e-05,0.33,0.889,open.spotify.com/track/2klJUemfUmJTkOWN4gt9X0
Black or White - Single Version,Michael Jackson,66,85,3.3808833333333332,0.741,0.894,0.0814,0.0527,0.089,0.96,open.spotify.com/track/2Cy7QY8HPLk925AyNAt6OG
This Charming Man - 2011 Remaster,The Smiths,77,76,2.715333333333333,0.611,0.846,0.00509,0.0,0.0784,0.751,open.spotify.com/track/1FvDJ9KGxcqwv1utyPL3JZ
Dream Lover,Bobby Darin,62,65,2.5117666666666665,0.526,0.774,0.715,0.0,0.437,0.715,open.spotify.com/track/1KLpjQFgubHI3GkAICCNH3
You Get What You Give,New Radicals,0,62,5.012883333333333,0.621,0.901,0.17,0.0,0.0875,0.744,open.spotify.com/track/32lF1rsInDTdK6Av3KdfaY
Whole Lotta Rosie,AC/DC,69,84,5.5633333333333335,0.292,0.838,0.0014,0.479,0.0953,0.423,open.spotify.com/track/4wYq5wugZDzQiMZQYG4wVB
Pigs (Three Different Ones),Pink Floyd,62,82,11.431333333333333,0.419,0.575,0.103,0.459,0.895,0.354,open.spotify.com/track/0gEaeqVRHPzRc7HMXtOKc7
Don't Dream It's Over,Crowded House,60,68,3.9727,0.443,0.732,0.0246,2.09e-05,0.0675,0.489,open.spotify.com/track/1fiDe8sb2DMEU4JGPOIEB1
Jessie's Girl,Rick Springfield,69,64,3.2377666666666665,0.717,0.588,0.331,0.0,0.102,0.852,open.spotify.com/track/2F1fnE1a8zQCogM6jJifHH
Wake Me Up Before You Go-Go,Wham!,82,70,3.85555,0.62,0.573,0.271,0.0,0.0607,0.897,open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
Heart of Gold - 2017 Remaster,Neil Young,30,64,3.1168833333333335,0.542,0.444,0.212,0.0519,0.102,0.827,open.spotify.com/track/5IRWgQiN0c2i4U97iE3OoY
Who Made Who,AC/DC,67,84,3.4524333333333335,0.514,0.825,0.000286,0.293,0.607,0.655,open.spotify.com/track/6rvldt6EoZwzogApECUCwd
Stiff Competition,Cheap Trick,35,66,3.6671,0.392,0.947,0.00416,0.0226,0.315,0.559,open.spotify.com/track/3KJ7rmrp8u37yJwx2zDsVH
Dr. Feelgood,Mötley Crüe,0,74,4.836433333333333,0.53,0.952,0.000837,0.0119,0.262,0.433,open.spotify.com/track/5X0bLSho0KTiSQYCI0IOcl
You'll Be In My Heart,Phil Collins,0,79,4.302433333333333,0.568,0.746,0.0549,3.66e-06,0.0966,0.626,open.spotify.com/track/6LBfozDVA7crIeuaPAVVlE
Broken Wings,Mr. Mister,48,60,4.588883333333333,0.333,0.54,0.125,1.23e-05,0.0581,0.465,open.spotify.com/track/4A5VaeDFaX7XKV0JnsRSxw
In The Clear,Foo Fighters,55,84,4.064,0.562,0.754,6.55e-05,0.0459,0.101,0.474,open.spotify.com/track/0MXosG7BdA9uukm88V7zAD
Song 2 - 2012 Remaster,Blur,80,72,2.0193333333333334,0.674,0.789,0.00178,0.00708,0.0753,0.918,open.spotify.com/track/1FTSo4v6BOZH9QxKc3MbVM
Judgement Day,Van Halen,36,75,4.648883333333333,0.467,0.833,0.00114,0.227,0.44,0.313,open.spotify.com/track/6ipLY3wNS9zFdGw0ZNPAIc
Lost Highway,Bon Jovi,0,81,4.23355,0.515,0.851,0.000482,4.78e-05,0.279,0.377,open.spotify.com/track/6bi0B1LMoVQIv1DBck8Z2q
"Baby, I Love Your Way - Surround Sound Mix",Peter Frampton,0,64,4.664883333333333,0.563,0.428,0.233,2.44e-05,0.118,0.527,open.spotify.com/track/6ult5VlSZ6XzPUzlF6cr4W
Love Of My Life - Remastered 2011,Queen,75,88,3.6231,0.329,0.179,0.933,5.04e-06,0.115,0.255,open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
Limelight,Rush,69,70,4.33065,0.581,0.854,0.00197,0.0013,0.111,0.788,open.spotify.com/track/0K6yUnIKNsFtfIpTgGtcHm
Closer To The Heart,Rush,63,70,2.866,0.373,0.809,0.115,1.94e-06,0.653,0.539,open.spotify.com/track/4u3oXuVeOGoByIMz9pnOKf
The Spirit Of Radio,Rush,69,70,4.9411,0.365,0.924,0.0144,0.000254,0.423,0.632,open.spotify.com/track/4e9hUiLsN4mx61ARosFi7p
Green Eyes,Coldplay,67,92,3.7173333333333334,0.607,0.405,0.539,6.7e-06,0.231,0.233,open.spotify.com/track/3ou9rSNUQnE7XYmJkUUIOc
Unchained Melody,The Righteous Brothers,64,65,3.59755,0.349,0.326,0.512,0.00144,0.665,0.297,open.spotify.com/track/2ACjOtICHXrAlP3ijVMSvb
Billie Jean,Michael Jackson,87,85,4.8971,0.92,0.654,0.0236,0.0158,0.0359,0.847,open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
Beast Of Burden - Remastered,The Rolling Stones,0,82,4.41955,0.786,0.87,0.413,0.000494,0.0389,0.864,open.spotify.com/track/0832Tptls5YicHPGgw7ssP
Enjoy the Silence,Depeche Mode,59,76,4.2264333333333335,0.646,0.763,0.0839,6.12e-05,0.0944,0.736,open.spotify.com/track/0ULPav7qqKTHn7vgi9v42k
(Get Your Kicks On) Route 66,The Rolling Stones,0,82,2.34,0.669,0.727,0.273,0.000375,0.131,0.956,open.spotify.com/track/2hVZQ8LDiTbq57sgv93xil
How Deep Is Your Love (2007 Remastered Saturday Night Fever LP Version),Bee Gees,0,80,4.086666666666667,0.63,0.357,0.0999,0.0,0.128,0.683,open.spotify.com/track/1gIKd24bixkgYzuxse32oR
Girls Just Want to Have Fun,Cyndi Lauper,69,73,3.9686666666666666,0.707,0.788,0.214,0.000571,0.308,0.746,open.spotify.com/track/2zjt2hHBbiv5SuxYg8Z7eP
The Chain - 2004 Remaster,Fleetwood Mac,66,83,4.496883333333333,0.522,0.755,0.0517,6.63e-05,0.0781,0.637,open.spotify.com/track/7Dm3dV3WPNdTgxoNY7YFnc
My Sweet Lord,George Harrison,0,71,4.6871,0.537,0.685,0.0705,0.0,0.0839,0.542,open.spotify.com/track/1chu8wc9zbNqTQ2ahROys1
"Hell Ain't a Bad Place to Be - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",AC/DC,42,84,4.182666666666667,0.539,0.878,0.00154,0.588,0.877,0.24,open.spotify.com/track/3K8xCiaZKUhHHbO9QDpYjz
Heartbreak Hotel,Elvis Presley,60,79,2.126,0.696,0.21,0.84,1.62e-06,0.107,0.717,open.spotify.com/track/6xNwKNYZcvgV3XTIwsgNio
Curse The Weather,Mo Lowda & the Humble,17,45,4.963616666666667,0.466,0.589,0.135,0.0402,0.167,0.374,open.spotify.com/track/406kqWMoCECMRvyZLMLT3S
Straight to Hell - Remastered,The Clash,59,73,5.5084333333333335,0.802,0.596,0.0465,1.17e-05,0.0695,0.702,open.spotify.com/track/2ax1vei61BzRGsEn6ckEdL
Schema,Circa Survive,37,56,4.8453333333333335,0.197,0.946,0.000186,0.0197,0.448,0.313,open.spotify.com/track/2GSVgZI0hiFWl3m7ufsA8B
Fly Away,Lenny Kravitz,76,73,3.6888666666666667,0.587,0.872,0.018,0.0,0.622,0.735,open.spotify.com/track/1OxcIUqVmVYxT6427tbhDW
How Bizarre,OMC,69,55,3.76165,0.772,0.705,0.247,0.0,0.23,0.834,open.spotify.com/track/46q5BtHso0ECuTKeq70ZhW
Just Can't Get Enough,Depeche Mode,74,76,3.68155,0.766,0.772,0.403,0.0584,0.183,0.919,open.spotify.com/track/0qi4b1l0eT3jpzeNHeFXDT
What Do You Want From Me?,Monaco,0,42,4.12345,0.476,0.919,0.00071,0.0025,0.199,0.755,open.spotify.com/track/1Ufpw7WfdUHBISMzX3g0P4
I Want To Break Free - Single Remix,Queen,77,88,4.300216666666667,0.795,0.435,0.0841,0.00026,0.0763,0.596,open.spotify.com/track/2AkmdLbVKS1steeZdy8H1l
Heart-Shaped Box,Nirvana,82,86,4.686,0.256,0.641,0.199,0.0329,0.0853,0.382,open.spotify.com/track/11LmqTE2naFULdEP94AUBa
Gotten,Slash,41,65,5.037166666666667,0.549,0.485,0.148,9.34e-05,0.123,0.0656,open.spotify.com/track/2KNHDvMeMXgJ5YEs7gTKOD
Good Times Bad Times - 1993 Remaster,Led Zeppelin,71,80,2.7711,0.476,0.717,0.0382,7.61e-05,0.0818,0.753,open.spotify.com/track/0QwZfbw26QeUoIy82Z2jYp
Communication Breakdown - Live on Tasty Pop Sundae from BBC Sessions;Remaster,Led Zeppelin,46,80,3.1971,0.367,0.779,0.00574,0.00708,0.288,0.794,open.spotify.com/track/0RR8wuHHc5NqSFxhPDDBNV
Ramble On - 1990 Remaster,Led Zeppelin,73,80,4.388883333333333,0.468,0.607,0.072,0.000852,0.225,0.886,open.spotify.com/track/3MODES4TNtygekLl146Dxd
Moby Dick,Led Zeppelin,53,80,4.349316666666667,0.492,0.446,0.025,0.874,0.566,0.356,open.spotify.com/track/0h2gzJQBt6duqZD6kWiz4s
Bring It on Home - 1993 Remaster,Led Zeppelin,46,80,4.334433333333333,0.358,0.488,0.451,0.25,0.102,0.208,open.spotify.com/track/7t5P7lGYdWMR7k0c2vjdfo
Love Stinks,The J. Geils Band,57,63,3.7426666666666666,0.65,0.449,0.00312,1.94e-05,0.548,0.699,open.spotify.com/track/3K9QlS0VCtkzUvo0HY75VE
Friends - Remaster,Led Zeppelin,55,80,3.89835,0.257,0.452,0.744,0.0996,0.38,0.271,open.spotify.com/track/7jP44G0vKQLkfJ3x19pqPn
Straight On,Heart,0,70,5.106216666666667,0.766,0.584,0.00978,0.00315,0.0762,0.923,open.spotify.com/track/47w1ZdXC1h2HvhgQLych1N
Rock the Night,Europe,65,68,4.121766666666667,0.57,0.931,0.0429,0.0,0.375,0.4,open.spotify.com/track/3J9NEWkd9Cx1MwSSvDySkL
Alabama Getaway - 2013 Remaster,Grateful Dead,49,70,3.6094833333333334,0.634,0.809,0.163,0.00199,0.309,0.927,open.spotify.com/track/5WVF1Ftv5oxspRac9km99R
Surfin' Bird - 2002 Remaster,Ramones,9,70,2.63,0.474,0.968,0.0939,0.00109,0.159,0.831,open.spotify.com/track/7DZ4nElRxtOLatsdXxcV7s
The KKK Took My Baby Away - 2002 Remaster,Ramones,55,70,2.509333333333333,0.54,0.928,0.517,0.0,0.0674,0.517,open.spotify.com/track/0N8c4Yf3gp8KnngZggvpqi
Do You Remember Rock 'n' Roll Radio? - 2002 Remaster,Ramones,53,70,3.8244333333333334,0.302,0.961,0.445,0.00268,0.823,0.659,open.spotify.com/track/2Ck23L2znrPAFiyopqzWUj
Runaway,Bon Jovi,74,81,3.8444333333333334,0.475,0.899,0.00375,1.91e-05,0.14,0.603,open.spotify.com/track/0X1sqQ652p1sceKM2nJlIJ
The Man Who Sold The World - Live & Loud,Nirvana,43,86,4.57755,0.242,0.849,0.000208,0.018,0.861,0.334,open.spotify.com/track/6wbuQr8VIbgXHXp1hedMkD
Heart Of Glass - Special Mix,Blondie,73,72,4.59555,0.694,0.577,0.015,0.00836,0.0853,0.845,open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
The Tide Is High,Blondie,60,72,3.8788833333333335,0.779,0.676,0.0417,0.0329,0.125,0.962,open.spotify.com/track/52Rp3xBJFYYdmpgzDy0Quf
Chinese Rock,Ramones,24,70,2.516,0.308,0.913,0.245,0.372,0.331,0.407,open.spotify.com/track/2AXxHEdUSYYgo04ixw47fy
Dogs,Pink Floyd,63,82,17.088,0.321,0.479,0.076,0.00475,0.151,0.14,open.spotify.com/track/2jvuMDqBK04WvCYYz5qjvG
Crazy,Seal,67,67,5.942,0.633,0.858,0.208,0.0112,0.0655,0.724,open.spotify.com/track/6Vz7vzOpCwKeSQlfViibuY
No More Mr. Nice Guy,Alice Cooper,63,67,3.13155,0.498,0.515,0.0936,0.0,0.1,0.616,open.spotify.com/track/5D2eCwqbHcqOnfHOCM6TnV
Strangers Like Me,Phil Collins,0,79,3.0088833333333334,0.672,0.804,0.124,0.000312,0.121,0.557,open.spotify.com/track/3E99KpWAcYEnj64e86y6u9
Let's Dance - 2001 Remastered Version,Ramones,0,70,1.87155,0.496,0.738,0.000803,0.000118,0.424,0.926,open.spotify.com/track/2hanzn1vHVREYNFzHYhOwX
Rock 'n' Roll High School - 2002 Remaster,Ramones,58,70,2.29,0.499,0.87,0.0183,0.0,0.0512,0.893,open.spotify.com/track/4FzPIalyruWIiefI91qe4B
Five Years - 2012 Remaster,David Bowie,62,81,4.7292,0.46,0.326,0.142,1.01e-05,0.0449,0.321,open.spotify.com/track/1JIzFhI9Lt5FyslawmHCBi
